"","parent_cluster","dim","resol","subcluster","n_cells","cluster_id","n_ident","n_clusters"
"962","8.0",18,2.7,"9",2,"",0,25
"1055","8.0",18,2.7,"10",2,"",0,25
"11109","8.0",18,2.7,"11",5,"",0,25
"1262","8.0",18,2.7,"12",15,"",0,25
"1347","8.0",18,2.7,"13",3,"",0,25
"1445","8.0",18,2.7,"14",2,"",0,25
"1539","8.0",18,2.7,"15",4,"",0,25
"1636","8.0",18,2.7,"16",3,"",0,25
"1733","8.0",18,2.7,"17",3,"",0,25
"1831","8.0",18,2.7,"18",3,"",0,25
"1930","8.0",18,2.7,"19",5,"",0,25
"2026","8.0",18,2.7,"20",3,"AVL",1,25
"2167","8.0",18,2.7,"21",3,"",0,25
"2226","8.0",18,2.7,"22",8,"",0,25
"2321","8.0",18,2.7,"23",3,"",0,25
"2420","8.0",18,2.7,"24",6,"",0,25
"0136","8.0",18,2.8,"0",25,"PVC",1,19
"1263","8.0",18,2.8,"1",25,"AVD, AVE, AVG",3,19
"2168","8.0",18,2.8,"2",4,"",0,19
"395","8.0",18,2.8,"3",4,"",0,19
"481","8.0",18,2.8,"4",8,"",0,19
"578","8.0",18,2.8,"5",4,"",0,19
"675","8.0",18,2.8,"6",5,"",0,19
"772","8.0",18,2.8,"7",5,"",0,19
"867","8.0",18,2.8,"8",8,"PLN, AVJ, LUAR",3,19
"963","8.0",18,2.8,"9",2,"",0,19
"1056","8.0",18,2.8,"10",16,"",0,19
"11110","8.0",18,2.8,"11",7,"",0,19
"1264","8.0",18,2.8,"12",3,"AVL",1,19
"1348","8.0",18,2.8,"13",5,"",0,19
"1446","8.0",18,2.8,"14",4,"",0,19
"1540","8.0",18,2.8,"15",5,"DB",1,19
"1637","8.0",18,2.8,"16",8,"",0,19
"1734","8.0",18,2.8,"17",4,"",0,19
"1832","8.0",18,2.8,"18",7,"",0,19
"0137","8.0",18,2.9,"0",25,"PVC",1,15
"1265","8.0",18,2.9,"1",25,"AVD, AVE, AVG",3,15
"2169","8.0",18,2.9,"2",5,"",0,15
"396","8.0",18,2.9,"3",4,"",0,15
"482","8.0",18,2.9,"4",9,"RMG",1,15
"579","8.0",18,2.9,"5",4,"",0,15
"676","8.0",18,2.9,"6",7,"",0,15
"773","8.0",18,2.9,"7",5,"",0,15
"868","8.0",18,2.9,"8",2,"",0,15
"964","8.0",18,2.9,"9",6,"",0,15
"1057","8.0",18,2.9,"10",5,"",0,15
"11111","8.0",18,2.9,"11",28,"PVC, AVD, AVE, AIB, DB, AVB, SAB, AIN, AVG, RIV, AVA",11,15
"1266","8.0",18,2.9,"12",5,"PVC, AVD, AVG, AVE, DA, RIP, AIB, M1, AIN, PLN, AVL, RIM, RIB, I3, AIA, ADA, AVB, RIG, AVA, RMH, URY, PVW, RMG, RID, DB, RIS, M2, NSML, RIA, SMB, RMD, DVA, AIY, RIR, URA, ALA, AIM, SIB, URX, SMD, RIC, I1, PVPL, RIV, ADE, SAA, MCL, PDB, URB, AIZ, RME, CEPD, MI, SDQ, M4, IL2, RIH, FLP, VA, I6, VB, DVB, PHC, M3, I4, DVC, AVF, AVH, AFD, SAB, AVK, M5, ASJ, AUA, I2, AWA, SIA",77,15
"1349","8.0",18,2.9,"13",10,"",0,15
"1447","8.0",18,2.9,"14",9,"AVD, URY, RMG, RIS, RID, AIB, PLN, RIM, AVJ, RIR, LUAR, RIP, DVB, PVC, I4, RIB, PHC, AVG, ADA, PVQ, M1, VC, MI, I6, BDU, I1, AVF, I3, IL2, ALA, NSML, M5, DVC, URB, AVH, PVPL, MCL, RIG, M3, BAG, RMH, ALN, AS",43,15
"0138","8.0",18,3,"0",25,"PVC",1,15
"1267","8.0",18,3,"1",25,"AVD, AVE, AVG",3,15
"2170","8.0",18,3,"2",8,"RMG",1,15
"397","8.0",18,3,"3",4,"",0,15
"483","8.0",18,3,"4",4,"",0,15
"580","8.0",18,3,"5",5,"",0,15
"677","8.0",18,3,"6",2,"",0,15
"774","8.0",18,3,"7",22,"PVC, AVD, AVE, AIB, DB, AVB, SAB, AIN, AVG, AVA, RIR, RIV, RIM, DA",14,15
"869","8.0",18,3,"8",12,"",0,15
"965","8.0",18,3,"9",6,"",0,15
"1058","8.0",18,3,"10",11,"",0,15
"11112","8.0",18,3,"11",5,"PVC, AVD, AVG, AVE, DA, RIP, AIB, M1, AIN, PLN, AVL, RIM, RIB, I3, AIA, ADA, AVB, RIG, AVA, RMH, URY, PVW, RMG, RID, DB, RIS, M2, NSML, RIA, SMB, RMD, DVA, AIY, RIR, URA, ALA, AIM, SIB, URX, SMD, RIC, I1, PVPL, RIV, ADE, SAA, MCL, PDB, URB, AIZ, RME, CEPD, MI, SDQ, M4, IL2, RIH, FLP, VA, I6, VB, DVB, PHC, M3, I4, DVC, AVF, AVH, AFD, SAB, AVK, M5, ASJ, AUA, I2, AWA, SIA",77,15
"1268","8.0",18,3,"12",3,"",0,15
"1350","8.0",18,3,"13",5,"",0,15
"1448","8.0",18,3,"14",12,"",0,15
"0139","8.0",15,0.1,"0",149,"AVD, PVC, AVE, AIB, AVG, AVB, RMG, LUAR, AIN, AVA",10,1
"0140","8.0",15,0.2,"0",149,"AVD, PVC, AVE, AIB, AVG, AVB, RMG, LUAR, AIN, AVA",10,1
"0141","8.0",15,0.3,"0",149,"AVD, PVC, AVE, AIB, AVG, AVB, RMG, LUAR, AIN, AVA",10,1
"0142","8.0",15,0.4,"0",149,"AVD, PVC, AVE, AIB, AVG, AVB, RMG, LUAR, AIN, AVA",10,1
"0143","8.0",15,0.5,"0",77,"PVC, AIB, AVD, AVE",4,2
"1269","8.0",15,0.5,"1",72,"AVD, AVE, PVC, AVB, AVG, AIB, RMG, M2, LUAR, AIN, AVA, RMD, PLN, RID, RIR, RIG, RIM, I4, DVA, RIA, DA, IL2, RIP, MCL, NSML, I1, RMH, AVJ, M1",29,2
"0144","8.0",15,0.6,"0",61,"PVC, AVE, AVD, AIB",4,3
"1270","8.0",15,0.6,"1",47,"AVD",1,3
"2171","8.0",15,0.6,"2",41,"AVD, PVC, AVG, AVE, AIB, AVB, AVA, LUAR, RMG, RMH, AIN, RMD, RIR, MCL, DA, AIA, URA, ADA, DB, M1, PVPL, I1, AVJ, M2, NSML, M4, AVH, I5, RID, PVW, I4, RIG, VC, PDB, PLN, RIV, RIF, SAB, URB, URY, PVR, SDQ, PVQ, IL2, RIM, RIP, RIA, DVA, ALA, SMD, SAA, RIH, I6, RIS, AS, RIB, PVT, M5, AVF, VB, AVL, AIY, SIB, I2, BDU, AIZ, RIC, VA, AIM, MI, I3, PHC, AFD, SMB, AVK, PVM, DVB, ALN, M3, FLP, IL1, DVC, RME, DD, AUA, URX, CAN, CEPD, ASG, ADE, SIA, ASEL, AVM, ASER, ASI, AWC, OLL, AWB, AWA, ASJ, BAG, PHB, ADF, VD, OLQ, ADL, ALM, PHA, ASH, ASK, PLM",111,3
"0145","8.0",15,0.7,"0",60,"PVC, AVE, AVD, AIB",4,3
"1271","8.0",15,0.7,"1",46,"AVD",1,3
"2172","8.0",15,0.7,"2",43,"AVD, PVC, AVE, AIB, AVG",5,3
"0146","8.0",15,0.8,"0",57,"PVC, AVE, AVD, AIB",4,3
"1272","8.0",15,0.8,"1",47,"AVD",1,3
"2173","8.0",15,0.8,"2",45,"PVC, AVD, AVE, AIB, AVG",5,3
"0147","8.0",15,0.9,"0",57,"PVC, AVE, AVD, AIB",4,3
"1273","8.0",15,0.9,"1",47,"AVD",1,3
"2174","8.0",15,0.9,"2",45,"PVC, AVD, AVE, AIB, AVG",5,3
"0148","8.0",15,1,"0",55,"PVC, AVE, AVD, AIB, AVB, SAB, DB, AVG, AIN, LUAR, AVA, RMG, RIM, RIG, RMD, AIA, RID",17,3
"1274","8.0",15,1,"1",47,"AVD",1,3
"2175","8.0",15,1,"2",47,"PVC, AVD, AVE, AIB, AVG",5,3
"0149","8.0",15,1.1,"0",55,"PVC, AVE, AVD, AIB, AVB, SAB, DB, AVG, AIN, LUAR, AVA, RMG, RIM, RIG, RMD, AIA, RID",17,3
"1275","8.0",15,1.1,"1",49,"PVC, AVD",2,3
"2176","8.0",15,1.1,"2",45,"AVD, AVE, RMG, AIB, PVC, AVG, AVA, LUAR, RID, RIG, I4, AVB",12,3
"0150","8.0",15,1.2,"0",49,"PVC, AVD",2,4
"1276","8.0",15,1.2,"1",48,"PVC, AIB, AVD, AVE",4,4
"2177","8.0",15,1.2,"2",43,"AVD, AVE, AIB, PVC, RMG, AVG, AVB, AVA, RMD, I4, LUAR, RIG, RID, AVJ, DVA, PLN, M2, RIR, NSML, RIA, M1, AIN, VC, IL2, URY, RIS, I1, RIM, DA, AFD, AIA, RIP, DB, RMH",34,4
"398","8.0",15,1.2,"3",9,"",0,4
"0151","8.0",15,1.3,"0",44,"PVC, AIB, AVE, AVD",4,6
"1277","8.0",15,1.3,"1",37,"AVD",1,6
"2178","8.0",15,1.3,"2",28,"PVC, AIB, AVD, AVE, PVW, AVG, LUAR, DB, AVB, AIA, DA, ADA, RMH, RIR, SAB, MCL, M1, AVJ, I5, RID, RMG, AVH, PVQ, PDB, AIN, RIG, AVA, URY, SDQ, RIB, URA, PVR, PVPL, RMD, ALA, RIA, RIP, SMD, AVL, RIS, PVM, PLN, BDU, M2, M4, NSML, RIF, AIZ, RIC, FLP, AIM, RIV, RME, RIH, RIM, PHC, I1, MI, I3, AS, I6, AVM, URB, AIY, VC, SAA, DVB, IL2, VB, ALM, IL1, AVF, CEPD, SMB, ALN, I4, VA, M3, DD, DVC, M5, PLM, SIB, DVA, AVK, URX, PVT, I2, ADE, AUA, OLL, OLQ, AFD, PHB, AWC, ASG, AWA, SIA, VD, BAG, CAN, ASJ, ASI, ASEL, ASH, ADF, AWB, AQR.PQR",108,6
"399","8.0",15,1.3,"3",27,"AVD, AVG, AVE, AVB, AVA, PVC, AIB, AIN, RMG, M2, RMD, VC, RIF, MCL, LUAR, I4, URB, RMH, RIR, NSML, M1, I1, URA, PLN, RIG, DA, M4, DVA, AVJ, PVPL, RIV, RIA, AUA, PVT, AVH, AVF, RIM",37,6
"484","8.0",15,1.3,"4",9,"",0,6
"581","8.0",15,1.3,"5",4,"",0,6
"0152","8.0",15,1.4,"0",35,"AVD, AVE, AVG, PVC, AIB, RMG, AVA, AVB, I4, LUAR, RIG, AVJ, DVA, RIA, M2, PLN, RMD, RID, AIN, VC, M1, NSML, RIR, RIM, I1, AFD, IL2, AIA, PVT",29,6
"1278","8.0",15,1.4,"1",34,"PVC, AIB, AVE, PVW, LUAR, AVD, AVG, ADA, AIA, DB, AVB, DA, RMH, RMG, AVJ, AVH, RID, M1, RIR, MCL, PVQ, AIN, URA, RIG, I5, SAB, RIB, URY, PLN, PDB, RIP, BDU, SMD, RIS, AIZ, AVL, RIF, AVA, M4, ALA, RIA, PVPL, RMD, M2, NSML, FLP, RIC, SDQ, I6, RIM, AIM, I1, RIV, PVR, I3, PHC, URB, RME, PVM, MI, VC, SAA, IL2, IL1, DVB, AS, AIY, AVF, CEPD, SMB, RIH, DD, DVC, ALN, VB, SIB, I4, AVK, ALM, DVA, URX, M3, ADE, VA, M5",85,6
"2179","8.0",15,1.4,"2",31,"AVE, AVD, AIB, PVC, AVB",5,6
"3100","8.0",15,1.4,"3",29,"AVD, AVG, AVE, AVB, AVA, PVC, AIB, AIN, M2, RMG, RMD, VC, LUAR, I4, URB, RMH, RIR, M1, NSML, I1, MCL, URA, PLN, RIG, AVJ, DA, DVA, M4, RIF, PVPL, RIV, RIA, RID, URY, RIM, SIB, SAA, AIA, IL2, RIP, RIS, PVT, SDQ, SMB, PDB, RIH, AS, M5, AUA, AVF, I2, VB, AIY, SMD, SAB, VA, I5, ALA, AFD, BDU, CAN, I3, MI, RIC, DB, RIB, ADA, PHC, ASEL, PVQ, AVK, I6, M3, ASER, RME, DVB, URX, DD, PVW, DVC, AVL, AIZ, PVR, ASG, AVH, AWB, IL1, SIA, ALN, ASI, ADF, AIM, ADE, FLP, ASK, AWA, PVM, ASJ, BAG, AWC, AQR.PQR, VD, ADL, OLL, OLQ, CEPD, PHA, PHB, AVM",109,6
"485","8.0",15,1.4,"4",12,"",0,6
"582","8.0",15,1.4,"5",8,"",0,6
"0153","8.0",15,1.5,"0",45,"PVC, AVD, AVE, AIB, AVB, AVG, AVA, LUAR, MCL, DA, RMG, RIR, RMH, AIA, RMD, DB, URA, M1, M2, PVPL, ADA, AIN, NSML, M4, I1, RID, AVJ, RIG, VC, PVW, PLN, PDB, I5, RIV, I4, RIF, URY, AVH, SDQ, PVQ, SAB, IL2, RIP, RIA, URB, SAA, AS, PVT, RIH, RIS, VB, AIY, SMD, BDU, RIM, VA, AVL, AIZ, RIB, ALA, MI, I6, I3, AIM, DVA, SIB, M5, RIC, AFD, AVF, PHC, SMB, ALN, PVM, I2, DVB, M3, AVK",78,7
"1279","8.0",15,1.5,"1",34,"AVD, AVE, PVC, AIB, RMG, AVB, AVA, I4, LUAR, AVG, RMD, M2, PLN, RID, DVA, AVJ, RIR, RIG, NSML, RIP, PHC, RIA, M1, AIN, VC, AVH, IL2, RIS, AFD, URA, URY, MI, SIB, URB, I1, I3, DA, RIM, PVT, AVK, AIA, ADA, AVF, I6, MCL, DVB, AS, DVC, RMH",49,7
"2180","8.0",15,1.5,"2",29,"AVD, PVC, AVE, AIB",4,7
"3101","8.0",15,1.5,"3",20,"PVC, AIB, AVE, AVG, AVD, LUAR, AVB, ADA, RMD, AVJ, RIB, PVW, AVA, DB, AVH, RIG, AIN, RMG, M1, PVQ, SMD, URA, URY, RIS, RIM, RID, DA, M2, RIA, PLN, AIA, RIP, SAB, RIC, AIZ, AVL, RMH, PVR, I6, ALA, IL1, RME, BDU, MCL, RIV, DVA, SIB, URB, VC, I3, AIM, I1, IL2, NSML, SAA, SDQ, AIY, PVPL, FLP, SMB, RIR, I5, M4, PDB, AVK, VB, PVM, MI, CEPD, ADE, RIF, VA, DD, I2, DVB, AUA, DVC, AFD, PHC, BAG, ALN, AS, M3, ALM, VD, I4, AVF, M5, ASJ, RIH, AVM, PVT, URX, CAN, PLM",95,7
"486","8.0",15,1.5,"4",12,"",0,7
"583","8.0",15,1.5,"5",5,"",0,7
"678","8.0",15,1.5,"6",4,"",0,7
"0154","8.0",15,1.6,"0",30,"PVC, AIB, AVE, AVD, PVW, AVG, LUAR, DB, AVB, AIA, ADA, DA, RIR, RMH, MCL, AVJ, AVH, RMG, M1, RID, PVR, PDB, AIN, RIG, PVQ, I5, RIB, URA",28,10
"1280","8.0",15,1.6,"1",29,"AVD, AVE, AVG, RMG, PVC, AIB, AVA, AVB, I4, LUAR, RID, RIG, AVJ, M2, PLN, DVA, RIA, RMD, AIN, VC, M1, AFD, NSML, IL2, I1, RIM, AIA, PVT",28,10
"2181","8.0",15,1.6,"2",28,"AVD, AVG, AVE, AVB, AVA, PVC, AIB, M2, RMG, AIN, RMD, VC, I4, LUAR, URB, MCL, RMH, RIF, NSML, M1, I1, URA, RIR, RIG, PVPL, PLN, AVJ, M4, DVA, DA, RIA, RIV, RID, SAA, AIA, IL2, PVT, RIP, URY, AUA, AVF, RIM, SDQ, SIB, I2, RIH, PDB, RIS, SAB, SMB, VB, AS, SMD, VA, AIY, AFD, I6, BDU, AVH, MI, CAN, PVQ, I3, M5, RIC, I5, ALA, PHC, DB, ADA, ASEL, AVK, RIB, M3, ASER, DVB, DD, RME, PVW, DVC, URX, ASG, AWB, PVR, AIZ, IL1, ASI, AVL, ADF, ALN, AIM, ASK, ADE, SIA, AWA, BAG, ASJ, PVM, VD, FLP, AWC, ADL, OLL, AQR.PQR, OLQ, PHB, ASH, PHA, CEPD",109,10
"3102","8.0",15,1.6,"3",26,"AVD, PVC, AVE, AIB",4,10
"487","8.0",15,1.6,"4",12,"",0,10
"584","8.0",15,1.6,"5",10,"AIB, PVC, AVE, AVD, RIM, AVA",6,10
"679","8.0",15,1.6,"6",7,"",0,10
"775","8.0",15,1.6,"7",3,"",0,10
"870","8.0",15,1.6,"8",2,"",0,10
"966","8.0",15,1.6,"9",2,"",0,10
"0155","8.0",15,1.7,"0",29,"AVD, AVE, AVG, RMG, PVC, AIB, AVA, AVB, I4, LUAR, RID, RIG, AVJ, M2, PLN, DVA, RIA, RMD, AIN, VC, M1, AFD, NSML, IL2, I1, RIM, AIA, PVT",28,10
"1281","8.0",15,1.7,"1",29,"PVC, AIB, AVE, AVD, LUAR, PVW, AVG, AVB, AIA, DB, DA, ADA, RIR, RMH, M1, MCL, RID, AVH, AVJ, AIN, I5, PDB, PVR, RMG, PVQ, RIG, URA, RIB, SAB, BDU, URY, RMD, SMD, AVA, RIP, AIZ, AVL, SDQ, ALA, RIS, NSML, M2, RIA, M4, RIF, PLN, PVPL, PVM, FLP, RIC, RIV, AIM, I6, I3, I1, RIM, PHC, AS, MI, RME, AIY, URB, IL2, RIH, DVB, SAA, VB, ALM, AVF, CEPD, IL1, VC, SMB, DD, VA, DVC, I4, M5, M3, ALN, PVT, AVM, SIB, DVA, PLM, URX, ADE, AVK, OLL, I2, AUA, BAG, AFD, OLQ, VD, PHB, SIA, AWA, AWC, ASG, CAN, ASJ, ASEL, ASI, ASH, ADF, AWB, AQR.PQR",108,10
"2182","8.0",15,1.7,"2",28,"AVD, AVG, AVE, AVB, AVA, PVC, AIB, M2, RMG, AIN, RMD, VC, I4, LUAR, URB, MCL, RMH, RIF, NSML, M1, I1, URA, RIR, RIG, PVPL, PLN, AVJ, M4, DVA, DA, RIA, RIV, RID, SAA, AIA, IL2, PVT, RIP, URY, AUA, AVF, RIM, SDQ, SIB, I2, RIH, PDB, RIS, SAB, SMB, VB, AS, SMD, VA, AIY, AFD, I6, BDU, AVH, MI, CAN, PVQ, I3, M5, RIC, I5, ALA, PHC, DB, ADA, ASEL, AVK, RIB, M3, ASER, DVB, DD, RME, PVW, DVC, URX, ASG, AWB, PVR, AIZ, IL1, ASI, AVL, ADF, ALN, AIM, ASK, ADE, SIA, AWA, BAG, ASJ, PVM, VD, FLP, AWC, ADL, OLL, AQR.PQR, OLQ, PHB, ASH, PHA, CEPD",109,10
"3103","8.0",15,1.7,"3",26,"PVC, AVD, AVE, AIB",4,10
"488","8.0",15,1.7,"4",13,"",0,10
"585","8.0",15,1.7,"5",10,"AIB, PVC, AVE, AVD, RIM, AVA",6,10
"680","8.0",15,1.7,"6",7,"",0,10
"776","8.0",15,1.7,"7",3,"",0,10
"871","8.0",15,1.7,"8",2,"",0,10
"967","8.0",15,1.7,"9",2,"",0,10
"0156","8.0",15,1.8,"0",28,"AVD, AVG, AVE, AVB, AVA, PVC, AIB, M2, RMG, AIN, RMD, VC, I4, LUAR, URB, MCL, RMH, RIF, NSML, M1, I1, URA, RIR, RIG, PVPL, PLN, AVJ, M4, DVA, DA, RIA, RIV, RID, SAA, AIA, IL2, PVT, RIP, URY, AUA, AVF, RIM, SDQ, SIB, I2, RIH, PDB, RIS, SAB, SMB, VB, AS, SMD, VA, AIY, AFD, I6, BDU, AVH, MI, CAN, PVQ, I3, M5, RIC, I5, ALA, PHC, DB, ADA, ASEL, AVK, RIB, M3, ASER, DVB, DD, RME, PVW, DVC, URX, ASG, AWB, PVR, AIZ, IL1, ASI, AVL, ADF, ALN, AIM, ASK, ADE, SIA, AWA, BAG, ASJ, PVM, VD, FLP, AWC, ADL, OLL, AQR.PQR, OLQ, PHB, ASH, PHA, CEPD",109,11
"1282","8.0",15,1.8,"1",27,"AVD, AVE, PVC, AVG, AVA, RMG, AVB, AIB, M2, I4, RMD, LUAR, RID, PLN, DVA, RIG, AVJ, NSML, RIA, AIN, AFD, VC, M1, IL2, RIM, I1, AIA, PVT",28,11
"2183","8.0",15,1.8,"2",26,"PVC, AIB, AVD, AVE, AVG, LUAR, PVW, DB, AVB, AIA, ADA, DA, RMH, RIR, PVQ, SAB, MCL, M1, I5, RID, AVJ, RMG, AVH, PDB, AIN, URY, AVA, RIG, SDQ, RIB, URA, PVR, RMD, BDU, SMD, M2, AVL, ALA, RIP, PLN, RIS, PVPL, M4, RIA, NSML, AIZ, RIF, AIM, PVM, FLP, RME, RIC, I3, RIV, RIM, PHC, I1, AS, MI, I6, URB, AIY, RIH, VC, SAA, DVB, IL2, VB, IL1, AVF, CEPD, SMB, ALN, VA, ALM, I4, PVT, DD, M3, DVC, AVM, M5, SIB, PLM, DVA, URX, I2, AVK, BAG, ADE, AUA, OLL, OLQ, AFD, PHB, AWC, ASJ, SIA, AWA, VD, ASEL, ASG, ASI, CAN, ASH, ADF, AWB, AQR.PQR",108,11
"3104","8.0",15,1.8,"3",13,"",0,11
"489","8.0",15,1.8,"4",12,"",0,11
"586","8.0",15,1.8,"5",11,"",0,11
"681","8.0",15,1.8,"6",10,"AIB, AVE, AVD, PVC, AVA, RIB, RIM",7,11
"777","8.0",15,1.8,"7",9,"",0,11
"872","8.0",15,1.8,"8",6,"",0,11
"968","8.0",15,1.8,"9",5,"",0,11
"1059","8.0",15,1.8,"10",2,"",0,11
"0157","8.0",15,1.9,"0",28,"AVD, AVG, AVE, AVB, AVA, PVC, AIB, M2, RMG, AIN, RMD, VC, I4, LUAR, URB, MCL, RMH, RIF, NSML, M1, I1, URA, RIR, RIG, PVPL, PLN, AVJ, M4, DVA, DA, RIA, RIV, RID, SAA, AIA, IL2, PVT, RIP, URY, AUA, AVF, RIM, SDQ, SIB, I2, RIH, PDB, RIS, SAB, SMB, VB, AS, SMD, VA, AIY, AFD, I6, BDU, AVH, MI, CAN, PVQ, I3, M5, RIC, I5, ALA, PHC, DB, ADA, ASEL, AVK, RIB, M3, ASER, DVB, DD, RME, PVW, DVC, URX, ASG, AWB, PVR, AIZ, IL1, ASI, AVL, ADF, ALN, AIM, ASK, ADE, SIA, AWA, BAG, ASJ, PVM, VD, FLP, AWC, ADL, OLL, AQR.PQR, OLQ, PHB, ASH, PHA, CEPD",109,13
"1283","8.0",15,1.9,"1",26,"PVC, AIB, AVD, AVE, AVG, LUAR, PVW, DB, AVB, AIA, ADA, DA, RMH, RIR, PVQ, SAB, MCL, M1, I5, RID, AVJ, RMG, AVH, PDB, AIN, URY, AVA, RIG, SDQ, RIB, URA, PVR, RMD, BDU, SMD, M2, AVL, ALA, RIP, PLN, RIS, PVPL, M4, RIA, NSML, AIZ, RIF, AIM, PVM, FLP, RME, RIC, I3, RIV, RIM, PHC, I1, AS, MI, I6, URB, AIY, RIH, VC, SAA, DVB, IL2, VB, IL1, AVF, CEPD, SMB, ALN, VA, ALM, I4, PVT, DD, M3, DVC, AVM, M5, SIB, PLM, DVA, URX, I2, AVK, BAG, ADE, AUA, OLL, OLQ, AFD, PHB, AWC, ASJ, SIA, AWA, VD, ASEL, ASG, ASI, CAN, ASH, ADF, AWB, AQR.PQR",108,13
"2184","8.0",15,1.9,"2",24,"AVD, AVE, AVG, PVC, RMG, AVA, AVB, AIB, I4, M2, RID, LUAR, PLN, RMD, DVA, RIG, RIA, VC, M1, IL2",20,13
"3105","8.0",15,1.9,"3",12,"",0,13
"490","8.0",15,1.9,"4",13,"",0,13
"587","8.0",15,1.9,"5",9,"",0,13
"682","8.0",15,1.9,"6",8,"PVC, AVE, AVD, RIM",4,13
"778","8.0",15,1.9,"7",8,"",0,13
"873","8.0",15,1.9,"8",6,"",0,13
"969","8.0",15,1.9,"9",5,"",0,13
"1060","8.0",15,1.9,"10",6,"",0,13
"11113","8.0",15,1.9,"11",2,"",0,13
"1284","8.0",15,1.9,"12",2,"",0,13
"0158","8.0",15,2,"0",28,"AVD, AVG, AVE, AVB, AVA, PVC, AIB, M2, RMG, AIN, RMD, VC, I4, LUAR, URB, MCL, RMH, RIF, NSML, M1, I1, URA, RIR, RIG, PVPL, PLN, AVJ, M4, DVA, DA, RIA, RIV, RID, SAA, AIA, IL2, PVT, RIP, URY, AUA, AVF, RIM, SDQ, SIB, I2, RIH, PDB, RIS, SAB, SMB, VB, AS, SMD, VA, AIY, AFD, I6, BDU, AVH, MI, CAN, PVQ, I3, M5, RIC, I5, ALA, PHC, DB, ADA, ASEL, AVK, RIB, M3, ASER, DVB, DD, RME, PVW, DVC, URX, ASG, AWB, PVR, AIZ, IL1, ASI, AVL, ADF, ALN, AIM, ASK, ADE, SIA, AWA, BAG, ASJ, PVM, VD, FLP, AWC, ADL, OLL, AQR.PQR, OLQ, PHB, ASH, PHA, CEPD",109,15
"1285","8.0",15,2,"1",26,"PVC, AIB, AVD, AVE, AVG, LUAR, PVW, DB, AVB, AIA, ADA, DA, RMH, RIR, PVQ, SAB, MCL, M1, I5, RID, AVJ, RMG, AVH, PDB, AIN, URY, AVA, RIG, SDQ, RIB, URA, PVR, RMD, BDU, SMD, M2, AVL, ALA, RIP, PLN, RIS, PVPL, M4, RIA, NSML, AIZ, RIF, AIM, PVM, FLP, RME, RIC, I3, RIV, RIM, PHC, I1, AS, MI, I6, URB, AIY, RIH, VC, SAA, DVB, IL2, VB, IL1, AVF, CEPD, SMB, ALN, VA, ALM, I4, PVT, DD, M3, DVC, AVM, M5, SIB, PLM, DVA, URX, I2, AVK, BAG, ADE, AUA, OLL, OLQ, AFD, PHB, AWC, ASJ, SIA, AWA, VD, ASEL, ASG, ASI, CAN, ASH, ADF, AWB, AQR.PQR",108,15
"2185","8.0",15,2,"2",24,"AVD, AVE, AVG, PVC, RMG, AVA, AVB, AIB, I4, M2, RID, LUAR, PLN, RMD, DVA, RIG, RIA, VC, M1, IL2",20,15
"3106","8.0",15,2,"3",11,"",0,15
"491","8.0",15,2,"4",10,"",0,15
"588","8.0",15,2,"5",8,"",0,15
"683","8.0",15,2,"6",8,"PVC, AVE, AVD, RIM",4,15
"779","8.0",15,2,"7",6,"",0,15
"874","8.0",15,2,"8",6,"",0,15
"970","8.0",15,2,"9",4,"",0,15
"1061","8.0",15,2,"10",5,"",0,15
"11114","8.0",15,2,"11",4,"",0,15
"1286","8.0",15,2,"12",4,"",0,15
"1351","8.0",15,2,"13",2,"",0,15
"1449","8.0",15,2,"14",3,"",0,15
"0159","8.0",15,2.1,"0",27,"AVD, AVG, AVE, AVB, AVA, PVC, AIB, AIN, RMG, M2, RMD, VC, RIF, MCL, LUAR, I4, URB, RMH, RIR, NSML, M1, I1, PVPL, URA, PLN, RIG, AVJ, DA, M4, DVA, RIV, RIA, AUA, URY, AVF, RIM",36,18
"1287","8.0",15,2.1,"1",26,"PVC, AIB, AVD, AVE, AVG, LUAR, PVW, DB, AVB, AIA, ADA, DA, RMH, RIR, PVQ, SAB, MCL, M1, I5, RID, AVJ, RMG, AVH, PDB, AIN, URY, AVA, RIG, SDQ, RIB, URA, PVR, RMD, BDU, SMD, M2, AVL, ALA, RIP, PLN, RIS, PVPL, M4, RIA, NSML, AIZ, RIF, AIM, PVM, FLP, RME, RIC, I3, RIV, RIM, PHC, I1, AS, MI, I6, URB, AIY, RIH, VC, SAA, DVB, IL2, VB, IL1, AVF, CEPD, SMB, ALN, VA, ALM, I4, PVT, DD, M3, DVC, AVM, M5, SIB, PLM, DVA, URX, I2, AVK, BAG, ADE, AUA, OLL, OLQ, AFD, PHB, AWC, ASJ, SIA, AWA, VD, ASEL, ASG, ASI, CAN, ASH, ADF, AWB, AQR.PQR",108,18
"2186","8.0",15,2.1,"2",24,"AVD, AVE, PVC, AVA, AVB, AIB, RMG, AVG, RMD, I4, RID, DVA, PLN, LUAR, RIG, M2, RIA, VC, M1, IL2",20,18
"3107","8.0",15,2.1,"3",8,"PVC, AVE, AVD, RIM",4,18
"492","8.0",15,2.1,"4",8,"",0,18
"589","8.0",15,2.1,"5",10,"",0,18
"684","8.0",15,2.1,"6",8,"",0,18
"780","8.0",15,2.1,"7",6,"",0,18
"875","8.0",15,2.1,"8",5,"",0,18
"971","8.0",15,2.1,"9",5,"",0,18
