,parent_cluster,cluster_id,cluster_lenght,occurence,method_list
159,8.0,"('AUA', 'AVJ', 'AVK', 'DVB', 'I4', 'I6', 'M3', 'M5', 'MCL', 'MI', 'PVR', 'RIA', 'URB')",13,7,"[(9, 2.4), (9, 2.5), (9, 2.6), (9, 2.7), (9, 2.8), (9, 2.9), (9, 3.0)]"
160,8.0,"('AFD', 'AIN', 'AVD', 'AVG', 'DB', 'I4', 'IL2', 'M2', 'PLN', 'RID', 'RIG', 'RIR', 'RMD', 'RMG')",14,1,"[(46, 2.7)]"
161,8.0,"('AIB', 'AIN', 'AVB', 'AVD', 'AVE', 'IL2', 'M2', 'NSML', 'PLN', 'PVT', 'RIA', 'RID', 'RIG', 'RMG')",14,2,"[(23, 2.9), (23, 3.0)]"
162,8.0,"('AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DA', 'DB', 'PVC', 'RIM', 'RIR', 'RIV', 'SAB')",14,1,"[(18, 3.0)]"
163,8.0,"('AIB', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'M1', 'PVC', 'RIA', 'RID', 'RIG', 'RMD', 'RMG')",14,1,"[(13, 2.1)]"
164,8.0,"('AIB', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'M1', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMG')",14,2,"[(10, 2.5), (8, 1.8)]"
165,8.0,"('AIB', 'AIN', 'AVB', 'AVE', 'DA', 'DB', 'LUAR', 'PVC', 'PVM', 'RIB', 'RIC', 'RID', 'RIM', 'SAB')",14,1,"[(9, 2.6)]"
166,8.0,"('AIB', 'AIN', 'AIY', 'AVB', 'AVD', 'AVE', 'AVG', 'DA', 'DB', 'PVC', 'PVW', 'RIV', 'RMH', 'SAB')",14,1,"[(8, 1.8)]"
167,8.0,"('AIB', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'LUAR', 'M2', 'NSML', 'PVC', 'RIA', 'RID', 'RIG', 'RMG', 'VC')",15,1,"[(46, 2.4)]"
168,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DB', 'PVC', 'RIR', 'RIV', 'RMD', 'RMG', 'RMH')",15,1,"[(31, 2.4)]"
169,8.0,"('AIB', 'AIN', 'AVB', 'AVD', 'AVE', 'AVJ', 'I4', 'M2', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMG', 'URY')",15,1,"[(31, 2.8)]"
170,8.0,"('AIA', 'AIB', 'AIM', 'AIN', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DB', 'LUAR', 'PVC', 'PVW', 'RIB', 'SAB')",15,1,"[(23, 1.3)]"
171,8.0,"('AIB', 'AVA', 'AVB', 'AVD', 'AVE', 'LUAR', 'PVC', 'PVW', 'RMD', 'RMG', 'SAB', 'SMD', 'URA', 'URY', 'VC')",15,2,"[(13, 1.7), (13, 1.8)]"
172,8.0,"('ADA', 'AIA', 'AVB', 'AVE', 'AVJ', 'DVA', 'DVB', 'I3', 'M1', 'M2', 'M3', 'MI', 'PHC', 'RIP', 'RIR')",15,2,"[(13, 2.2), (13, 2.3)]"
173,8.0,"('AFD', 'AUA', 'AVA', 'AVJ', 'AVK', 'DVB', 'I4', 'I6', 'IL2', 'M3', 'M5', 'MCL', 'MI', 'PVR', 'RMG')",15,1,"[(9, 2.1)]"
174,8.0,"('AIA', 'AIB', 'AIM', 'AIN', 'AVB', 'AVD', 'AVE', 'AVG', 'DA', 'DB', 'NSML', 'PVC', 'RID', 'RIP', 'RMG', 'SAB')",16,1,"[(46, 1.3)]"
175,8.0,"('AIB', 'AIN', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'I4', 'M2', 'NSML', 'PVC', 'PVT', 'RIA', 'RID', 'RIG', 'RMG')",16,1,"[(46, 2.5)]"
176,8.0,"('AIB', 'AVB', 'AVD', 'AVE', 'AVG', 'I4', 'IL2', 'LUAR', 'M1', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMG', 'VC')",16,1,"[(31, 2.8)]"
177,8.0,"('AIA', 'AIB', 'AIN', 'AIY', 'AIZ', 'AVE', 'AVG', 'DA', 'DB', 'LUAR', 'PVC', 'PVQ', 'PVW', 'RIC', 'RID', 'SAB')",16,1,"[(23, 2.8)]"
178,8.0,"('AIB', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'IL2', 'M1', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMD', 'RMG')",16,1,"[(15, 2.2)]"
179,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DA', 'DB', 'LUAR', 'NSML', 'PVC', 'RIB', 'RID', 'RIM', 'SAB')",17,1,"[(46, 1.2)]"
180,8.0,"('AIB', 'AIN', 'AVB', 'AVD', 'AVE', 'I1', 'I4', 'IL2', 'LUAR', 'M2', 'NSML', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMG')",17,1,"[(31, 2.4)]"
181,8.0,"('AIA', 'AIB', 'AIN', 'ALA', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DB', 'PVC', 'PVPL', 'RIM', 'RIR', 'RIV', 'RMH', 'SAB')",17,1,"[(31, 2.9)]"
182,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DB', 'LUAR', 'PVC', 'RID', 'RIG', 'RIM', 'RMD', 'RMG', 'SAB')",17,2,"[(15, 1.0), (15, 1.1)]"
183,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DB', 'LUAR', 'PVC', 'RIB', 'RIC', 'RID', 'RIG', 'RIM', 'SAB')",17,1,"[(9, 1.8)]"
184,8.0,"('AIB', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'IL2', 'M1', 'M2', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMD', 'RMG')",17,3,"[(8, 1.5), (8, 1.6), (8, 1.7)]"
185,8.0,"('AIB', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'I4', 'M1', 'M2', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMD', 'RMG')",17,2,"[(8, 2.0), (8, 2.2)]"
186,8.0,"('AFD', 'AIB', 'AIN', 'AVB', 'AVD', 'AVE', 'AVG', 'I1', 'I4', 'IL2', 'M2', 'NSML', 'PLN', 'PVC', 'RID', 'RIG', 'RMG', 'VC')",18,1,"[(31, 1.6)]"
187,8.0,"('AFD', 'AIB', 'AIN', 'AVB', 'AVD', 'AVE', 'AVJ', 'I1', 'I4', 'IL2', 'M2', 'PLN', 'RIA', 'RID', 'RIG', 'RMG', 'URY', 'VC')",18,3,"[(31, 2.7), (31, 2.9), (31, 3.0)]"
188,8.0,"('AIB', 'AIN', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'I4', 'IL2', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMG')",18,1,"[(23, 2.4)]"
189,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DA', 'DB', 'LUAR', 'MCL', 'PVC', 'RIR', 'RMD', 'RMG', 'RMH', 'URA')",18,1,"[(18, 1.2)]"
190,8.0,"('AIB', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'I4', 'IL2', 'M2', 'NSML', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMD', 'RMG')",18,1,"[(13, 2.2)]"
191,8.0,"('AFD', 'AIB', 'AIN', 'AVB', 'AVD', 'AVE', 'AVG', 'I1', 'I4', 'IL2', 'LUAR', 'M2', 'NSML', 'PLN', 'PVC', 'RID', 'RIG', 'RMG', 'VC')",19,1,"[(31, 1.5)]"
192,8.0,"('AIB', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMG', 'VC')",19,2,"[(13, 1.7), (13, 1.8)]"
193,8.0,"('AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVH', 'AVK', 'CAN', 'I5', 'LUAR', 'PVC', 'RIA', 'RID', 'RIF', 'RIG', 'RIM', 'RME', 'RMG')",20,1,"[(92, 1.4)]"
194,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DA', 'DB', 'LUAR', 'M1', 'MCL', 'PLN', 'PVC', 'RIR', 'RMD', 'RMG', 'RMH', 'URA')",20,1,"[(46, 1.6)]"
195,8.0,"('AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVM', 'DB', 'DVA', 'PVC', 'PVM', 'RIB', 'RIC', 'RIM', 'RMD', 'RMG', 'SAB', 'SIB', 'SMD', 'URY')",20,1,"[(31, 2.5)]"
196,8.0,"('ADA', 'AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DA', 'DB', 'LUAR', 'M1', 'MCL', 'PVC', 'RIR', 'RMD', 'RMG', 'RMH', 'URA')",20,1,"[(23, 1.3)]"
197,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DA', 'DB', 'LUAR', 'M1', 'MCL', 'PVC', 'PVPL', 'RIR', 'RMD', 'RMG', 'RMH', 'URA')",20,4,"[(23, 2.1), (23, 2.3), (23, 2.4), (23, 2.5)]"
198,8.0,"('AIB', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMD', 'RMG', 'VC')",20,3,"[(15, 1.9), (15, 2.0), (15, 2.1)]"
199,8.0,"('ADA', 'AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DA', 'LUAR', 'M1', 'M2', 'MCL', 'NSML', 'PVC', 'RIR', 'RMD', 'RMG', 'RMH')",20,4,"[(8, 0.4), (8, 0.5), (8, 1.4), (8, 1.6)]"
200,8.0,"('AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'I1', 'IL2', 'M1', 'M2', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMD', 'RMG', 'VC')",20,1,"[(8, 1.4)]"
201,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DA', 'DB', 'DVA', 'IL2', 'LUAR', 'PVC', 'PVPL', 'RIG', 'RIM', 'RIR', 'RIV', 'RMH', 'URA')",21,1,"[(92, 1.5)]"
202,8.0,"('AIA', 'AIB', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'BDU', 'I4', 'I5', 'IL2', 'LUAR', 'M1', 'M4', 'MCL', 'NSML', 'PVC', 'RID', 'RMG', 'URA', 'URB')",21,1,"[(92, 1.7)]"
203,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DA', 'DB', 'LUAR', 'PVC', 'PVW', 'RIB', 'RID', 'RIG', 'RIM', 'RMD', 'RMG', 'RMH', 'SAB')",21,1,"[(23, 0.9)]"
204,8.0,"('AIA', 'AIB', 'AIM', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DA', 'DB', 'LUAR', 'NSML', 'PVC', 'RIB', 'RID', 'RIG', 'RIM', 'RIS', 'SAB')",21,2,"[(13, 1.5), (13, 1.6)]"
205,8.0,"('AIB', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMD', 'RMG', 'VC')",21,1,"[(12, 2.1)]"
206,8.0,"('AFD', 'AIM', 'AIZ', 'AUA', 'AVA', 'AVD', 'AVE', 'AVK', 'DVB', 'I4', 'I6', 'IL2', 'M3', 'MCL', 'MI', 'NSML', 'PVC', 'PVR', 'PVW', 'RIM', 'RMG')",21,1,"[(9, 1.9)]"
207,8.0,"('AIA', 'AIB', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMD', 'RMG', 'VC')",21,3,"[(9, 2.5), (8, 1.9), (8, 2.1)]"
208,8.0,"('AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DVA', 'I4', 'LUAR', 'M1', 'M2', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMD', 'RMG', 'URY', 'VC')",22,1,"[(18, 1.7)]"
209,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMD', 'RMG', 'VC')",22,2,"[(15, 2.4), (10, 2.4)]"
210,8.0,"('AIA', 'AIB', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMD', 'RMG', 'VC')",22,1,"[(9, 2.4)]"
211,8.0,"('AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'I1', 'I4', 'IL2', 'M1', 'M2', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RIM', 'RMD', 'RMG', 'VC')",22,1,"[(8, 1.3)]"
212,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DA', 'DB', 'IL2', 'LUAR', 'M1', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RIM', 'RMD', 'RMG', 'RMH')",23,1,"[(46, 2.6)]"
213,8.0,"('AFD', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DA', 'DVA', 'I1', 'I4', 'M2', 'NSML', 'PLN', 'PVC', 'RID', 'RIG', 'RIM', 'RIP', 'RMG', 'VC')",23,1,"[(46, 3.0)]"
214,8.0,"('AIB', 'AIN', 'AIZ', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVH', 'AVJ', 'BDU', 'DB', 'LUAR', 'M1', 'PVC', 'PVQ', 'PVR', 'RIB', 'RIC', 'RID', 'RME', 'SAB', 'SMD')",23,1,"[(23, 3.0)]"
215,8.0,"('ADA', 'AIA', 'AIB', 'AVB', 'AVD', 'AVE', 'AVG', 'AVH', 'DA', 'DB', 'I5', 'LUAR', 'MCL', 'PVC', 'PVQ', 'PVW', 'RID', 'RIR', 'RMG', 'RMH', 'SAB', 'SDQ', 'URA')",23,18,"[(13, 2.1), (13, 2.2), (13, 2.3), (13, 2.4), (13, 2.5), (13, 2.6), (13, 2.7), (13, 2.8), (13, 2.9), (13, 3.0), (12, 2.2), (12, 2.3), (12, 2.4), (12, 2.5), (12, 2.6), (12, 2.7), (12, 2.8), (12, 2.9)]"
216,8.0,"('AIB', 'AIN', 'AIY', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DA', 'DB', 'LUAR', 'M1', 'M2', 'NSML', 'PVC', 'RIA', 'RIG', 'RIM', 'RIR', 'RIV', 'RMH', 'SAB', 'URA')",24,1,"[(92, 1.1)]"
217,8.0,"('AFD', 'AIB', 'AIN', 'AVB', 'AVD', 'AVE', 'AVJ', 'I1', 'I3', 'I4', 'IL2', 'LUAR', 'M2', 'MI', 'NSML', 'PHC', 'PLN', 'PVC', 'RID', 'RIG', 'RIP', 'RIR', 'RMG', 'VC')",24,1,"[(31, 2.1)]"
218,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMD', 'RMG', 'VC')",24,1,"[(10, 2.3)]"
219,8.0,"('AIA', 'AIB', 'AIM', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DA', 'DB', 'LUAR', 'NSML', 'PVC', 'RIB', 'RIC', 'RID', 'RIG', 'RIM', 'RIP', 'RIS', 'RMD', 'SAB')",24,1,"[(9, 1.9)]"
220,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RIM', 'RMD', 'RMG', 'VC')",24,2,"[(8, 0.8), (8, 0.9)]"
221,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DA', 'DVA', 'I1', 'IL2', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RIM', 'RMD', 'RMG', 'VC')",24,2,"[(8, 1.0), (8, 1.1)]"
222,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DA', 'DB', 'LUAR', 'PVC', 'PVW', 'RID', 'RIG', 'RIM', 'RIR', 'RIS', 'RMD', 'RMG', 'RMH', 'SAB', 'SMD', 'URA')",25,1,"[(23, 0.8)]"
223,8.0,"('ADA', 'AIA', 'AIB', 'AIM', 'AIN', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'BDU', 'DA', 'DB', 'LUAR', 'NSML', 'PVC', 'PVW', 'RIB', 'RIC', 'RID', 'RIG', 'RIM', 'RME', 'SAB', 'SMD')",25,1,"[(23, 1.6)]"
224,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DA', 'DB', 'LUAR', 'PVC', 'PVW', 'RIB', 'RIC', 'RID', 'RIG', 'RIM', 'RIS', 'RIV', 'RMD', 'RMG', 'SAB', 'SMD')",25,1,"[(18, 1.2)]"
225,8.0,"('AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'PVT', 'RIA', 'RID', 'RIG', 'RMD', 'RMG', 'VC')",25,3,"[(18, 1.8), (18, 1.9), (18, 2.0)]"
226,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'PVT', 'RIA', 'RID', 'RIG', 'RMD', 'RMG', 'VC')",25,1,"[(15, 2.3)]"
227,8.0,"('ADA', 'AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DA', 'DB', 'DVA', 'LUAR', 'M1', 'PVC', 'RIB', 'RIC', 'RID', 'RIG', 'RIM', 'RIP', 'RIS', 'RME', 'SAB')",25,1,"[(13, 2.0)]"
228,8.0,"('AFD', 'AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMD', 'RMG', 'VC')",25,1,"[(12, 2.2)]"
229,8.0,"('AFD', 'AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DA', 'DVA', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RMD', 'RMG')",25,1,"[(12, 2.4)]"
230,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RIM', 'RMD', 'RMG', 'VC')",25,6,"[(10, 1.8), (10, 2.0), (10, 2.1), (10, 2.2), (9, 1.9), (9, 2.0)]"
231,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RIM', 'RMD', 'RMG', 'VC')",25,1,"[(8, 1.2)]"
232,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'PVT', 'RIA', 'RID', 'RIG', 'RMD', 'RMG', 'VC')",26,2,"[(31, 1.0), (31, 1.1)]"
233,8.0,"('AFD', 'AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RIP', 'RMD', 'RMG', 'VC')",26,1,"[(31, 1.3)]"
234,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RIM', 'RMD', 'RMG', 'VC')",26,4,"[(9, 1.7), (9, 1.8), (9, 2.2), (9, 2.3)]"
235,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DA', 'DB', 'IL2', 'LUAR', 'M1', 'PLN', 'PVC', 'RIB', 'RIC', 'RID', 'RIG', 'RIM', 'RIR', 'RIS', 'RMD', 'RMG', 'RMH', 'SAB')",27,1,"[(46, 2.7)]"
236,8.0,"('AFD', 'AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'PVT', 'RIA', 'RID', 'RIG', 'RMD', 'RMG', 'VC')",27,1,"[(23, 1.6)]"
237,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'PVT', 'RIA', 'RID', 'RIG', 'RIM', 'RMD', 'RMG', 'VC')",27,1,"[(12, 1.8)]"
238,8.0,"('AFD', 'AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RIM', 'RMD', 'RMG', 'VC')",27,1,"[(10, 1.7)]"
239,8.0,"('ADA', 'AIB', 'AIM', 'AIN', 'AIZ', 'AVB', 'AVE', 'AVG', 'AVJ', 'AVL', 'BDU', 'CEPD', 'DA', 'DB', 'I3', 'I6', 'LUAR', 'M1', 'M2', 'NSML', 'PVC', 'PVQ', 'PVW', 'RIC', 'RIP', 'RIV', 'RME', 'SAB')",28,1,"[(31, 1.8)]"
240,8.0,"('AFD', 'AIB', 'AIN', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DA', 'DB', 'I1', 'I3', 'I4', 'IL2', 'LUAR', 'M2', 'MI', 'NSML', 'PHC', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RIP', 'RIR', 'RMG', 'VC')",28,3,"[(31, 1.9), (31, 2.0), (31, 2.2)]"
241,8.0,"('ADA', 'AIA', 'AIB', 'AIN', 'AVB', 'AVD', 'AVE', 'AVG', 'AVH', 'AVJ', 'DA', 'DB', 'I5', 'LUAR', 'M1', 'MCL', 'PDB', 'PVC', 'PVQ', 'PVR', 'PVW', 'RIB', 'RID', 'RIG', 'RIR', 'RMG', 'RMH', 'URA')",28,1,"[(15, 1.6)]"
242,8.0,"('AFD', 'AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'PVT', 'RIA', 'RID', 'RIG', 'RIM', 'RMD', 'RMG', 'VC')",28,4,"[(15, 1.6), (15, 1.7), (15, 1.8), (13, 1.6)]"
243,8.0,"('AFD', 'AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RIM', 'RIP', 'RMD', 'RMG', 'VC')",28,1,"[(13, 1.2)]"
244,8.0,"('AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'PVT', 'RIA', 'RID', 'RIG', 'RIM', 'RIP', 'RMD', 'RMG', 'URB', 'VC')",29,1,"[(31, 2.7)]"
245,8.0,"('AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DA', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'MCL', 'NSML', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RIM', 'RIP', 'RIR', 'RMD', 'RMG', 'RMH')",29,1,"[(15, 0.5)]"
246,8.0,"('AFD', 'AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'PVT', 'RIA', 'RID', 'RIG', 'RIM', 'RIR', 'RMD', 'RMG', 'VC')",29,1,"[(15, 1.4)]"
247,8.0,"('AFD', 'AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'RIA', 'RID', 'RIG', 'RIM', 'RIP', 'RMD', 'RMG', 'URY', 'VC')",29,3,"[(13, 1.3), (13, 1.4), (12, 1.5)]"
248,8.0,"('AFD', 'AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'PVT', 'RIA', 'RID', 'RIG', 'RIM', 'RMD', 'RMG', 'URY', 'VC')",29,1,"[(12, 1.7)]"
249,8.0,"('AFD', 'AIA', 'AIB', 'AIN', 'AVA', 'AVB', 'AVD', 'AVE', 'AVG', 'AVJ', 'DVA', 'I1', 'I4', 'IL2', 'LUAR', 'M1', 'M2', 'NSML', 'PLN', 'PVC', 'PVT', 'RIA', 'RID', 'RIG', 'RIP', 'RIR', 'RMD', 'RMG', 'URY', 'VC')",30,1,"[(31, 1.2)]"
